UPDATED_AT,ASK_OPEN
2022-12-05 03:07:00+00:00,17257.357421875
2022-12-05 03:08:00+00:00,17259.154296875
2022-12-05 03:09:00+00:00,17260.392578125
2022-12-05 03:10:00+00:00,17265.193359375
2022-12-05 03:11:00+00:00,17262.82421875
2022-12-05 03:12:00+00:00,17262.998046875
2022-12-05 03:13:00+00:00,17261.833984375
2022-12-05 03:14:00+00:00,17261.626953125
2022-12-05 03:15:00+00:00,17263.65234375
2022-12-05 03:16:00+00:00,17263.330078125
2022-12-05 03:17:00+00:00,17263.51171875
2022-12-05 03:18:00+00:00,17266.2578125
2022-12-05 03:19:00+00:00,17268.0390625
2022-12-05 03:20:00+00:00,17269.49609375
2022-12-05 03:21:00+00:00,17265.3671875
2022-12-05 03:22:00+00:00,17258.908203125
2022-12-05 03:23:00+00:00,17255.12109375
2022-12-05 03:24:00+00:00,17252.98046875
2022-12-05 03:25:00+00:00,17247.583984375
2022-12-05 03:26:00+00:00,17245.87109375
2022-12-05 03:27:00+00:00,17244.986328125
2022-12-05 03:28:00+00:00,17251.783203125
2022-12-05 03:29:00+00:00,17249.056640625
2022-12-05 03:30:00+00:00,17248.982421875
2022-12-05 03:31:00+00:00,17243.83984375
2022-12-05 03:32:00+00:00,17237.396484375
2022-12-05 03:33:00+00:00,17238.033203125
2022-12-05 03:34:00+00:00,17229.943359375
2022-12-05 03:35:00+00:00,17226.94140625
2022-12-05 03:36:00+00:00,17225.064453125
2022-12-05 03:37:00+00:00,17227.10546875
2022-12-05 03:38:00+00:00,17226.94921875
2022-12-05 03:39:00+00:00,17226.185546875
2022-12-05 03:40:00+00:00,17220.91015625
2022-12-05 03:41:00+00:00,17219.359375
2022-12-05 03:42:00+00:00,17219.681640625
2022-12-05 03:43:00+00:00,17219.0625
2022-12-05 03:44:00+00:00,17217.716796875
2022-12-05 03:45:00+00:00,17215.84765625
2022-12-05 03:46:00+00:00,17213.115234375
2022-12-05 03:47:00+00:00,17213.4765625
2022-12-05 03:49:00+00:00,17212.8984375
2022-12-05 03:50:00+00:00,17214.798828125
2022-12-05 03:51:00+00:00,17214.703125
2022-12-05 03:52:00+00:00,17213.701171875
2022-12-05 03:53:00+00:00,17212.693359375
2022-12-05 03:55:00+00:00,17210.353515625
2022-12-05 03:56:00+00:00,17209.375
2022-12-05 03:57:00+00:00,17208.931640625
2022-12-05 03:58:00+00:00,17203.353515625
2022-12-05 03:59:00+00:00,17204.73046875
2022-12-05 04:00:00+00:00,17203.98046875
2022-12-05 04:01:00+00:00,17205.390625
2022-12-05 04:02:00+00:00,17206.09765625
2022-12-05 04:03:00+00:00,17206.162109375
2022-12-05 04:04:00+00:00,17206.2421875
2022-12-05 04:05:00+00:00,17205.62109375
2022-12-05 04:07:00+00:00,17206.166015625
2022-12-05 04:08:00+00:00,17206.689453125
2022-12-05 04:10:00+00:00,17206.03515625
2022-12-05 04:11:00+00:00,17207.830078125
2022-12-05 04:12:00+00:00,17209.130859375
2022-12-05 04:13:00+00:00,17209.69921875
2022-12-05 04:14:00+00:00,17209.4453125
2022-12-05 04:16:00+00:00,17209.509765625
2022-12-05 04:17:00+00:00,17208.919921875
2022-12-05 04:18:00+00:00,17207.986328125
2022-12-05 04:19:00+00:00,17209.025390625
2022-12-05 04:20:00+00:00,17208.974609375
2022-12-05 04:21:00+00:00,17209.66796875
2022-12-05 04:22:00+00:00,17213.888671875
2022-12-05 04:23:00+00:00,17213.59375
2022-12-05 04:25:00+00:00,17214.0078125
2022-12-05 04:26:00+00:00,17215.10546875
2022-12-05 04:27:00+00:00,17215.02734375
2022-12-05 04:28:00+00:00,17218.02734375
2022-12-05 04:29:00+00:00,17216.939453125
2022-12-05 04:31:00+00:00,17216.498046875
2022-12-05 04:32:00+00:00,17214.2578125
2022-12-05 04:33:00+00:00,17214.09765625
2022-12-05 04:34:00+00:00,17213.84375
2022-12-05 04:35:00+00:00,17214.6171875
2022-12-05 04:36:00+00:00,17214.2421875
2022-12-05 04:37:00+00:00,17214.4921875
2022-12-05 04:38:00+00:00,17214.607421875
2022-12-05 04:39:00+00:00,17214.73828125
2022-12-05 04:40:00+00:00,17215.74609375
2022-12-05 04:41:00+00:00,17216.40625
2022-12-05 04:42:00+00:00,17216.73828125
2022-12-05 04:43:00+00:00,17221.33203125
2022-12-05 04:44:00+00:00,17223.990234375
2022-12-05 04:45:00+00:00,17233.556640625
2022-12-05 04:46:00+00:00,17262.03125
2022-12-05 04:47:00+00:00,17261.0
2022-12-05 04:48:00+00:00,17258.52734375
2022-12-05 04:49:00+00:00,17256.83984375
2022-12-05 04:50:00+00:00,17256.056640625
2022-12-05 04:51:00+00:00,17259.25390625
2022-12-05 04:52:00+00:00,17264.2734375
2022-12-05 04:53:00+00:00,17266.611328125
2022-12-05 04:54:00+00:00,17268.734375
2022-12-05 04:55:00+00:00,17282.326171875
2022-12-05 04:56:00+00:00,17286.98046875
2022-12-05 04:57:00+00:00,17290.1484375
2022-12-05 04:58:00+00:00,17293.923828125
2022-12-05 04:59:00+00:00,17325.197265625
2022-12-05 05:00:00+00:00,17325.04296875
2022-12-05 05:01:00+00:00,17351.240234375
2022-12-05 05:02:00+00:00,17356.771484375
2022-12-05 05:03:00+00:00,17355.240234375
2022-12-05 05:04:00+00:00,17369.763671875
2022-12-05 05:05:00+00:00,17371.107421875
2022-12-05 05:06:00+00:00,17369.068359375
2022-12-05 05:07:00+00:00,17373.3515625
2022-12-05 05:08:00+00:00,17374.474609375
2022-12-05 05:09:00+00:00,17378.15234375
2022-12-05 05:10:00+00:00,17369.826171875
2022-12-05 05:11:00+00:00,17367.72265625
2022-12-05 05:12:00+00:00,17365.990234375
2022-12-05 05:13:00+00:00,17359.3671875
2022-12-05 05:14:00+00:00,17356.8515625
2022-12-05 05:15:00+00:00,17357.943359375
2022-12-05 05:16:00+00:00,17353.443359375
2022-12-05 05:17:00+00:00,17350.15625
2022-12-05 05:18:00+00:00,17347.1796875
2022-12-05 05:19:00+00:00,17338.849609375
2022-12-05 05:20:00+00:00,17335.546875
2022-12-05 05:21:00+00:00,17336.470703125
2022-12-05 05:22:00+00:00,17336.67578125
2022-12-05 05:23:00+00:00,17336.83203125
2022-12-05 05:24:00+00:00,17333.9296875
2022-12-05 05:25:00+00:00,17331.83984375
2022-12-05 05:26:00+00:00,17334.314453125
2022-12-05 05:27:00+00:00,17333.689453125
2022-12-05 05:28:00+00:00,17332.5078125
2022-12-05 05:29:00+00:00,17332.70703125
2022-12-05 05:30:00+00:00,17333.458984375
2022-12-05 05:31:00+00:00,17338.244140625
2022-12-05 05:32:00+00:00,17340.076171875
2022-12-05 05:33:00+00:00,17339.927734375
2022-12-05 05:34:00+00:00,17340.701171875
2022-12-05 05:35:00+00:00,17339.09765625
2022-12-05 05:36:00+00:00,17334.98828125
2022-12-05 05:37:00+00:00,17325.181640625
2022-12-05 05:38:00+00:00,17325.044921875
2022-12-05 05:39:00+00:00,17325.40234375
2022-12-05 05:40:00+00:00,17324.833984375
2022-12-05 05:41:00+00:00,17325.716796875
2022-12-05 05:43:00+00:00,17324.1796875
2022-12-05 05:44:00+00:00,17322.33203125
2022-12-05 05:45:00+00:00,17320.90625
2022-12-05 05:46:00+00:00,17315.892578125
2022-12-05 05:47:00+00:00,17318.3359375
2022-12-05 05:48:00+00:00,17319.390625
2022-12-05 05:49:00+00:00,17319.326171875
2022-12-05 05:50:00+00:00,17317.375
2022-12-05 05:51:00+00:00,17317.72265625
2022-12-05 05:52:00+00:00,17316.55078125
2022-12-05 05:53:00+00:00,17316.357421875
2022-12-05 05:55:00+00:00,17316.291015625
2022-12-05 05:56:00+00:00,17314.80078125
2022-12-05 05:57:00+00:00,17315.890625
2022-12-05 05:58:00+00:00,17325.501953125
2022-12-05 05:59:00+00:00,17328.201171875
2022-12-05 06:00:00+00:00,17330.4453125
2022-12-05 06:01:00+00:00,17335.876953125
2022-12-05 06:02:00+00:00,17336.634765625
2022-12-05 06:03:00+00:00,17336.359375
2022-12-05 06:04:00+00:00,17336.412109375
2022-12-05 06:05:00+00:00,17335.376953125
2022-12-05 06:07:00+00:00,17332.25390625
2022-12-05 06:08:00+00:00,17330.369140625
2022-12-05 06:09:00+00:00,17330.494140625
2022-12-05 06:10:00+00:00,17329.75390625
2022-12-05 06:11:00+00:00,17323.708984375
2022-12-05 06:12:00+00:00,17323.603515625
2022-12-05 06:13:00+00:00,17320.732421875
2022-12-05 06:14:00+00:00,17319.900390625
2022-12-05 06:16:00+00:00,17317.064453125
2022-12-05 06:17:00+00:00,17320.46484375
2022-12-05 06:18:00+00:00,17321.5703125
2022-12-05 06:19:00+00:00,17325.451171875
2022-12-05 06:20:00+00:00,17325.3828125
2022-12-05 06:21:00+00:00,17325.07421875
2022-12-05 06:22:00+00:00,17325.423828125
2022-12-05 06:23:00+00:00,17324.6796875
2022-12-05 06:24:00+00:00,17321.61328125
2022-12-05 06:25:00+00:00,17311.67578125
2022-12-05 06:26:00+00:00,17312.00390625
2022-12-05 06:27:00+00:00,17313.056640625
2022-12-05 06:28:00+00:00,17318.251953125
2022-12-05 06:29:00+00:00,17316.94140625
2022-12-05 06:30:00+00:00,17316.0546875
2022-12-05 06:31:00+00:00,17313.02734375
2022-12-05 06:32:00+00:00,17311.587890625
2022-12-05 06:33:00+00:00,17311.185546875
2022-12-05 06:34:00+00:00,17307.244140625
2022-12-05 06:35:00+00:00,17305.62890625
2022-12-05 06:36:00+00:00,17305.765625
2022-12-05 06:37:00+00:00,17304.595703125
2022-12-05 06:38:00+00:00,17304.115234375
2022-12-05 06:40:00+00:00,17305.505859375
2022-12-05 06:41:00+00:00,17306.35546875
2022-12-05 06:42:00+00:00,17305.357421875
2022-12-05 06:43:00+00:00,17305.4921875
2022-12-05 06:44:00+00:00,17306.783203125
2022-12-05 06:45:00+00:00,17307.88671875
2022-12-05 06:46:00+00:00,17311.6171875
2022-12-05 06:47:00+00:00,17312.24609375
2022-12-05 06:49:00+00:00,17312.8984375
2022-12-05 06:50:00+00:00,17310.18359375
2022-12-05 06:51:00+00:00,17311.974609375
2022-12-05 06:52:00+00:00,17311.58203125
2022-12-05 06:53:00+00:00,17312.564453125
2022-12-05 06:54:00+00:00,17310.923828125
2022-12-05 06:55:00+00:00,17303.904296875
2022-12-05 06:56:00+00:00,17302.26171875
2022-12-05 06:57:00+00:00,17302.2578125
2022-12-05 06:58:00+00:00,17304.65625
2022-12-05 06:59:00+00:00,17304.041015625
2022-12-05 07:00:00+00:00,17305.095703125
2022-12-05 07:01:00+00:00,17311.779296875
2022-12-05 07:02:00+00:00,17312.373046875
2022-12-05 07:03:00+00:00,17312.36328125
2022-12-05 07:04:00+00:00,17314.369140625
2022-12-05 07:05:00+00:00,17313.40625
2022-12-05 07:07:00+00:00,17311.7421875
2022-12-05 07:08:00+00:00,17312.173828125
2022-12-05 07:09:00+00:00,17311.86328125
2022-12-05 07:10:00+00:00,17312.595703125
2022-12-05 07:11:00+00:00,17311.7265625
2022-12-05 07:12:00+00:00,17310.73828125
2022-12-05 07:13:00+00:00,17306.140625
2022-12-05 07:14:00+00:00,17305.646484375
2022-12-05 07:16:00+00:00,17306.359375
2022-12-05 07:17:00+00:00,17306.380859375
2022-12-05 07:18:00+00:00,17307.82421875
2022-12-05 07:19:00+00:00,17308.9453125
2022-12-05 07:20:00+00:00,17309.86328125
2022-12-05 07:21:00+00:00,17310.55859375
2022-12-05 07:22:00+00:00,17311.673828125
2022-12-05 07:23:00+00:00,17311.26953125
2022-12-05 07:24:00+00:00,17311.564453125
2022-12-05 07:25:00+00:00,17314.369140625
2022-12-05 07:26:00+00:00,17314.86328125
2022-12-05 07:27:00+00:00,17315.482421875
2022-12-05 07:28:00+00:00,17316.43359375
2022-12-05 07:29:00+00:00,17317.86328125
2022-12-05 07:30:00+00:00,17318.076171875
2022-12-05 07:31:00+00:00,17320.548828125
2022-12-05 07:32:00+00:00,17319.951171875
2022-12-05 07:33:00+00:00,17320.529296875
2022-12-05 07:34:00+00:00,17320.626953125
2022-12-05 07:35:00+00:00,17319.732421875
2022-12-05 07:36:00+00:00,17319.94140625
2022-12-05 07:37:00+00:00,17321.66796875
2022-12-05 07:38:00+00:00,17321.873046875
2022-12-05 07:39:00+00:00,17324.052734375
2022-12-05 07:40:00+00:00,17326.892578125
2022-12-05 07:41:00+00:00,17329.43359375
2022-12-05 07:43:00+00:00,17329.033203125
2022-12-05 07:44:00+00:00,17332.45703125
2022-12-05 07:45:00+00:00,17333.21484375
2022-12-05 07:46:00+00:00,17336.2890625
2022-12-05 07:47:00+00:00,17341.365234375
2022-12-05 07:49:00+00:00,17343.091796875
2022-12-05 07:50:00+00:00,17346.0703125
2022-12-05 07:51:00+00:00,17348.109375
2022-12-05 07:52:00+00:00,17350.087890625
2022-12-05 07:53:00+00:00,17350.4375
2022-12-05 07:54:00+00:00,17349.71875
2022-12-05 07:55:00+00:00,17348.0
2022-12-05 07:56:00+00:00,17348.3359375
2022-12-05 07:57:00+00:00,17343.76953125
2022-12-05 07:58:00+00:00,17336.216796875
2022-12-05 07:59:00+00:00,17333.302734375
2022-12-05 08:00:00+00:00,17332.052734375
2022-12-05 08:01:00+00:00,17328.7265625
2022-12-05 08:02:00+00:00,17327.0
2022-12-05 08:03:00+00:00,17325.8828125
2022-12-05 08:04:00+00:00,17322.345703125
2022-12-05 08:05:00+00:00,17323.802734375
2022-12-05 08:07:00+00:00,17320.994140625
2022-12-05 08:08:00+00:00,17320.89453125
2022-12-05 08:09:00+00:00,17320.16796875
2022-12-05 08:10:00+00:00,17316.603515625
2022-12-05 08:11:00+00:00,17318.01953125
2022-12-05 08:13:00+00:00,17319.724609375
2022-12-05 08:14:00+00:00,17321.658203125
2022-12-05 08:15:00+00:00,17321.26171875
2022-12-05 08:16:00+00:00,17321.109375
2022-12-05 08:17:00+00:00,17322.095703125
2022-12-05 08:18:00+00:00,17321.607421875
2022-12-05 08:19:00+00:00,17324.06640625
2022-12-05 08:20:00+00:00,17323.654296875
2022-12-05 08:21:00+00:00,17327.111328125
2022-12-05 08:22:00+00:00,17324.9375
2022-12-05 08:23:00+00:00,17325.177734375
2022-12-05 08:24:00+00:00,17330.099609375
2022-12-05 08:25:00+00:00,17339.087890625
2022-12-05 08:26:00+00:00,17342.201171875
2022-12-05 08:28:00+00:00,17350.0078125
2022-12-05 08:29:00+00:00,17353.171875
2022-12-05 08:30:00+00:00,17354.3125
2022-12-05 08:31:00+00:00,17358.1640625
2022-12-05 08:32:00+00:00,17358.83984375
2022-12-05 08:33:00+00:00,17360.203125
2022-12-05 08:34:00+00:00,17361.89453125
2022-12-05 08:35:00+00:00,17364.3046875
2022-12-05 08:37:00+00:00,17361.828125
2022-12-05 08:38:00+00:00,17359.978515625
2022-12-05 08:39:00+00:00,17358.720703125
2022-12-05 08:40:00+00:00,17358.84765625
2022-12-05 08:41:00+00:00,17357.169921875
2022-12-05 08:43:00+00:00,17358.111328125
2022-12-05 08:44:00+00:00,17364.875
2022-12-05 08:45:00+00:00,17364.3828125
2022-12-05 08:46:00+00:00,17371.005859375
2022-12-05 08:47:00+00:00,17369.6953125
2022-12-05 08:48:00+00:00,17366.451171875
2022-12-05 08:49:00+00:00,17361.953125
2022-12-05 08:50:00+00:00,17357.576171875
2022-12-05 08:51:00+00:00,17353.970703125
2022-12-05 08:52:00+00:00,17354.58984375
2022-12-05 08:53:00+00:00,17355.587890625
2022-12-05 08:54:00+00:00,17359.408203125
2022-12-05 08:55:00+00:00,17362.125
2022-12-05 08:56:00+00:00,17361.5625
2022-12-05 08:57:00+00:00,17361.43359375
2022-12-05 08:58:00+00:00,17363.619140625
2022-12-05 08:59:00+00:00,17361.818359375
2022-12-05 09:00:00+00:00,17360.80859375
2022-12-05 09:01:00+00:00,17360.400390625
2022-12-05 09:02:00+00:00,17360.064453125
2022-12-05 09:03:00+00:00,17359.744140625
2022-12-05 09:04:00+00:00,17357.11328125
2022-12-05 09:05:00+00:00,17357.4921875
2022-12-05 09:07:00+00:00,17359.099609375
2022-12-05 09:08:00+00:00,17357.734375
2022-12-05 09:09:00+00:00,17355.10546875
2022-12-05 09:10:00+00:00,17347.958984375
2022-12-05 09:11:00+00:00,17343.490234375
2022-12-05 09:12:00+00:00,17342.021484375
2022-12-05 09:13:00+00:00,17338.498046875
2022-12-05 09:14:00+00:00,17337.08203125
2022-12-05 09:15:00+00:00,17336.140625
2022-12-05 09:16:00+00:00,17338.640625
2022-12-05 09:17:00+00:00,17341.927734375
2022-12-05 09:18:00+00:00,17342.11328125
2022-12-05 09:19:00+00:00,17345.44140625
2022-12-05 09:20:00+00:00,17344.537109375
2022-12-05 09:21:00+00:00,17342.779296875
2022-12-05 09:22:00+00:00,17341.072265625
2022-12-05 09:23:00+00:00,17338.31640625
2022-12-05 09:24:00+00:00,17329.67578125
2022-12-05 09:25:00+00:00,17319.330078125
2022-12-05 09:26:00+00:00,17316.93359375
2022-12-05 09:27:00+00:00,17317.1484375
2022-12-05 09:28:00+00:00,17316.482421875
2022-12-05 09:29:00+00:00,17316.6484375
2022-12-05 09:30:00+00:00,17315.53125
2022-12-05 09:31:00+00:00,17315.59765625
2022-12-05 09:32:00+00:00,17316.216796875
2022-12-05 09:33:00+00:00,17318.787109375
2022-12-05 09:34:00+00:00,17321.751953125
2022-12-05 09:35:00+00:00,17322.177734375
2022-12-05 09:37:00+00:00,17324.9765625
2022-12-05 09:38:00+00:00,17320.1015625
2022-12-05 09:39:00+00:00,17321.05859375
2022-12-05 09:40:00+00:00,17322.7578125
2022-12-05 09:41:00+00:00,17328.650390625
2022-12-05 09:42:00+00:00,17329.49609375
2022-12-05 09:43:00+00:00,17332.330078125
2022-12-05 09:44:00+00:00,17338.888671875
2022-12-05 09:45:00+00:00,17334.267578125
2022-12-05 09:46:00+00:00,17329.30859375
2022-12-05 09:47:00+00:00,17327.68359375
2022-12-05 09:48:00+00:00,17328.75
2022-12-05 09:49:00+00:00,17329.439453125
2022-12-05 09:50:00+00:00,17327.05078125
2022-12-05 09:51:00+00:00,17326.984375
2022-12-05 09:52:00+00:00,17323.11328125
2022-12-05 09:53:00+00:00,17318.685546875
2022-12-05 09:54:00+00:00,17317.787109375
2022-12-05 09:55:00+00:00,17317.314453125
2022-12-05 09:56:00+00:00,17316.888671875
2022-12-05 09:57:00+00:00,17316.453125
2022-12-05 09:58:00+00:00,17316.16015625
2022-12-05 09:59:00+00:00,17316.607421875
2022-12-05 10:00:00+00:00,17315.88671875
2022-12-05 10:01:00+00:00,17313.330078125
2022-12-05 10:02:00+00:00,17313.638671875
2022-12-05 10:03:00+00:00,17313.955078125
2022-12-05 10:04:00+00:00,17317.552734375
2022-12-05 10:05:00+00:00,17317.681640625
2022-12-05 10:07:00+00:00,17313.53125
2022-12-05 10:08:00+00:00,17312.23828125
2022-12-05 10:10:00+00:00,17306.759765625
2022-12-05 10:11:00+00:00,17301.326171875
2022-12-05 10:12:00+00:00,17302.888671875
2022-12-05 10:13:00+00:00,17311.541015625
2022-12-05 10:14:00+00:00,17308.13671875
2022-12-05 10:15:00+00:00,17308.2109375
2022-12-05 10:16:00+00:00,17310.201171875
2022-12-05 10:17:00+00:00,17310.26953125
2022-12-05 10:18:00+00:00,17311.259765625
2022-12-05 10:19:00+00:00,17311.90234375
2022-12-05 10:20:00+00:00,17311.9140625
2022-12-05 10:21:00+00:00,17311.986328125
2022-12-05 10:22:00+00:00,17312.3046875
2022-12-05 10:23:00+00:00,17313.974609375
2022-12-05 10:24:00+00:00,17310.322265625
2022-12-05 10:25:00+00:00,17307.10546875
2022-12-05 10:26:00+00:00,17307.92578125
2022-12-05 10:27:00+00:00,17307.125
2022-12-05 10:28:00+00:00,17307.29296875
2022-12-05 10:29:00+00:00,17307.638671875
2022-12-05 10:30:00+00:00,17309.12109375
2022-12-05 10:31:00+00:00,17315.634765625
2022-12-05 10:32:00+00:00,17314.935546875
2022-12-05 10:33:00+00:00,17315.076171875
2022-12-05 10:34:00+00:00,17315.24609375
2022-12-05 10:35:00+00:00,17315.48046875
2022-12-05 10:36:00+00:00,17315.6328125
2022-12-05 10:37:00+00:00,17316.05859375
2022-12-05 10:38:00+00:00,17315.4921875
2022-12-05 10:39:00+00:00,17316.06640625
2022-12-05 10:40:00+00:00,17314.498046875
2022-12-05 10:41:00+00:00,17314.84765625
2022-12-05 10:42:00+00:00,17317.201171875
2022-12-05 10:43:00+00:00,17322.33984375
2022-12-05 10:44:00+00:00,17321.85546875
2022-12-05 10:45:00+00:00,17321.357421875
2022-12-05 10:46:00+00:00,17324.533203125
2022-12-05 10:47:00+00:00,17325.564453125
2022-12-05 10:48:00+00:00,17326.201171875
2022-12-05 10:49:00+00:00,17328.140625
2022-12-05 10:50:00+00:00,17329.048828125
2022-12-05 10:51:00+00:00,17328.341796875
2022-12-05 10:52:00+00:00,17325.42578125
2022-12-05 10:53:00+00:00,17323.6796875
2022-12-05 10:54:00+00:00,17322.876953125
2022-12-05 10:55:00+00:00,17320.35546875
2022-12-05 10:56:00+00:00,17320.03125
2022-12-05 10:57:00+00:00,17319.025390625
2022-12-05 10:58:00+00:00,17313.068359375
2022-12-05 10:59:00+00:00,17313.47265625
2022-12-05 11:00:00+00:00,17311.28515625
2022-12-05 11:01:00+00:00,17311.140625
2022-12-05 11:02:00+00:00,17310.1171875
2022-12-05 11:04:00+00:00,17305.517578125
2022-12-05 11:05:00+00:00,17304.208984375
2022-12-05 11:07:00+00:00,17302.90625
2022-12-05 11:08:00+00:00,17300.9765625
2022-12-05 11:09:00+00:00,17303.337890625
2022-12-05 11:10:00+00:00,17303.490234375
2022-12-05 11:11:00+00:00,17303.2578125
2022-12-05 11:13:00+00:00,17304.1953125
2022-12-05 11:14:00+00:00,17305.3984375
2022-12-05 11:15:00+00:00,17304.0390625
2022-12-05 11:16:00+00:00,17305.544921875
2022-12-05 11:17:00+00:00,17307.189453125
2022-12-05 11:18:00+00:00,17307.642578125
2022-12-05 11:19:00+00:00,17308.6015625
2022-12-05 11:20:00+00:00,17307.623046875
2022-12-05 11:22:00+00:00,17307.81640625
2022-12-05 11:23:00+00:00,17310.068359375
2022-12-05 11:24:00+00:00,17310.462890625
2022-12-05 11:25:00+00:00,17311.296875
2022-12-05 11:26:00+00:00,17310.69921875
2022-12-05 11:27:00+00:00,17310.07421875
2022-12-05 11:28:00+00:00,17311.40625
2022-12-05 11:29:00+00:00,17310.169921875
2022-12-05 11:30:00+00:00,17309.2421875
2022-12-05 11:31:00+00:00,17306.56640625
2022-12-05 11:32:00+00:00,17306.79296875
2022-12-05 11:33:00+00:00,17307.2890625
2022-12-05 11:34:00+00:00,17307.384765625
2022-12-05 11:35:00+00:00,17307.380859375
2022-12-05 11:36:00+00:00,17307.046875
2022-12-05 11:37:00+00:00,17302.671875
2022-12-05 11:38:00+00:00,17302.484375
2022-12-05 11:39:00+00:00,17301.400390625
2022-12-05 11:40:00+00:00,17300.908203125
2022-12-05 11:41:00+00:00,17301.654296875
2022-12-05 11:42:00+00:00,17301.82421875
2022-12-05 11:43:00+00:00,17304.978515625
2022-12-05 11:44:00+00:00,17304.369140625
2022-12-05 11:45:00+00:00,17304.388671875
2022-12-05 11:46:00+00:00,17301.287109375
2022-12-05 11:47:00+00:00,17300.732421875
2022-12-05 11:49:00+00:00,17301.08203125
2022-12-05 11:50:00+00:00,17303.302734375
2022-12-05 11:51:00+00:00,17303.345703125
2022-12-05 11:52:00+00:00,17305.384765625
2022-12-05 11:53:00+00:00,17306.537109375
2022-12-05 11:54:00+00:00,17307.0703125
2022-12-05 11:55:00+00:00,17309.123046875
2022-12-05 11:56:00+00:00,17309.126953125
2022-12-05 11:57:00+00:00,17307.0546875
2022-12-05 11:58:00+00:00,17308.08203125
2022-12-05 11:59:00+00:00,17308.744140625
2022-12-05 12:00:00+00:00,17310.111328125
2022-12-05 12:01:00+00:00,17310.943359375
2022-12-05 12:02:00+00:00,17310.486328125
2022-12-05 12:03:00+00:00,17309.4453125
